created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Wed Oct 18 08:26:07 +0000 2023,1.71E+23,Kembali semangat dukung capres.. #GanjarMahfud2024,0,0,0,0,in,1972328718,1.71E+23,gdf608,https://twitter.com/gdf608/status/1714558462246736321
Wed Oct 18 08:25:43 +0000 2023,1.71E+23,@xquitavee @jokowi @ganjarpranowo Gaspol Kak.. Orang baik pilih orang baik ✌️  #GanjarMahfud2024  #MenangTotal 🤟 https://t.co/mhIdLWT0DW,0,0,0,1,in,1.26E+23,1.71E+23,Joker_Wedoks,https://twitter.com/Joker_Wedoks/status/1714558362455855446
Wed Oct 18 08:25:29 +0000 2023,1.71E+23,Gabut enaknya ngapain ya?   #GazaAttack #GanjarMahfud2024 #SUZY #Doona #PalestineGenocide https://t.co/v6OjNDeeaH,0,0,0,1,in,1.66E+23,1.71E+23,privatlaras,https://twitter.com/privatlaras/status/1714558306868756859
Wed Oct 18 08:25:00 +0000 2023,1.71E+23,"Bersama dalam Do'a, menciptakan aura harapan yang tak terbatas untuk masa depan yang lebih cerah bagi seluruh bangsa Indonesia #Kuningan Kuningan #GanjarMahfud2024 Ganjar Mahfud https://t.co/tTEXwzkc8B",0,0,0,0,in,1.69E+23,1.71E+23,SAGAKUNINGAN_,https://twitter.com/SAGAKUNINGAN_/status/1714558182037623135
Wed Oct 18 08:24:42 +0000 2023,1.71E+23,"@nona_vonee Kaget banget denger pengumuman #GanjarMahfud2024 ini menurutku ini kombinasi yg epic sih, pak Mahfud cocok bersanding dg pak Ganjar memimpin negri ini. Bismillah 2024 anti korupsi",0,0,0,1,in,1.47E+23,1.71E+23,mala_ramawati,https://twitter.com/mala_ramawati/status/1714558108247437779
Wed Oct 18 08:24:33 +0000 2023,1.71E+23,"@strssovrld wahh semoga amanah nggeh bapak, membawa Indonesia menjadi lebih baik. #GanjarMahfud2024",0,0,0,0,in,1.70E+23,1.71E+23,senja88_aja,https://twitter.com/senja88_aja/status/1714558071899607367
Wed Oct 18 08:24:22 +0000 2023,1.71E+23,@strssovrld setuju banget.. semoga lancar #GanjarMahfud2024,0,0,0,0,in,1.71E+23,1.71E+23,PudanDevi,https://twitter.com/PudanDevi/status/1714558023128260683
Wed Oct 18 08:24:20 +0000 2023,1.71E+23,"Wow.. yang dipilih pak Ganjar sosok keluarga NU, bismillah amanah buat jalanin tugas negara, aamiin.  #ganjarmahfud2024 #ganjarpranowo #mahfudmd #cawapres #indonesia #paslon #riau https://t.co/l8agPT7P6q",0,0,0,0,in,1.65E+23,1.71E+23,malik_assyauqi,https://twitter.com/malik_assyauqi/status/1714558016593571920
Wed Oct 18 08:24:00 +0000 2023,1.71E+23,"Bersama dalam Do'a, menciptakan aura harapan yang tak terbatas untuk masa depan yang lebih cerah bagi seluruh bangsa Indonesia #Majalengka Majalengka #GanjarMahfud2024 Ganjar Mahfud https://t.co/GDJJXPgbWv",0,0,0,1,in,1.69E+23,1.71E+23,SAGAMAJALENGKA_,https://twitter.com/SAGAMAJALENGKA_/status/1714557930299879529
Wed Oct 18 08:23:52 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/g3MFTjDHLH",0,0,0,0,in,1.66E+22,1.71E+23,howardwolfe27,https://twitter.com/howardwolfe27/status/1714557897701826962
Wed Oct 18 08:23:51 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/KlkVl706vr",0,1,0,2,in,1.66E+22,1.71E+23,howardwolfe27,https://twitter.com/howardwolfe27/status/1714557895038411242
Wed Oct 18 08:23:40 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/uTnBjmZjSF",0,0,0,0,in,1.66E+22,1.71E+23,mariiobush,https://twitter.com/mariiobush/status/1714557848485872087
Wed Oct 18 08:23:40 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/LbvA7oxxSV",0,1,0,0,in,1.66E+22,1.71E+23,mariiobush,https://twitter.com/mariiobush/status/1714557845935710435
Wed Oct 18 08:23:29 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/tU6MeEbAsd",0,0,0,0,in,1.66E+22,1.71E+23,cecillcaroll,https://twitter.com/cecillcaroll/status/1714557801526329728
Wed Oct 18 08:23:28 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/H3dmxWPOWl",0,1,0,0,in,1.66E+22,1.71E+23,cecillcaroll,https://twitter.com/cecillcaroll/status/1714557799005610495
Wed Oct 18 08:23:23 +0000 2023,1.71E+23,@nona_vonee cocok sih #GanjarMahfud2024 semoga yang terbaik kedepannya,0,0,0,0,in,8.36E+22,1.71E+23,lily_kyuu,https://twitter.com/lily_kyuu/status/1714557776314487151
Wed Oct 18 08:23:18 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/g1oTPXbNY8",0,0,0,1,in,1.66E+23,1.71E+23,jeffdonaldd,https://twitter.com/jeffdonaldd/status/1714557756026638838
Wed Oct 18 08:23:15 +0000 2023,1.71E+23,"Ganjar-Mahfud adalah duet ideal pemimpin bangsa yang paling kaya pengalaman di trias politica, demi pulihkan kembali sistem demokrasi di Indonesia. #ganjarmahfud2024 https://t.co/9Y0mVobThL",0,0,0,0,in,1.71E+23,1.71E+23,zifa_auliya,https://twitter.com/zifa_auliya/status/1714557740972978305
Wed Oct 18 08:23:05 +0000 2023,1.71E+23,Pak Prabowo | Sandiaga Uno | Pasangan | #PalestineGenocide | Golput Mamat | #SUZY | GAMA | #AnindyaAstadasa | Erick | Rabu | Inisial M #GanjarMahfud2024 | Pilpres 2024 | Dora | Rumah Sakit | #GazaAttack | taeil Anies - Muhaimin | Jerman | Rumah Sakit https://t.co/UAXzP28l3f,0,0,0,1,in,1.63E+23,1.71E+23,txtorgstres_,https://twitter.com/txtorgstres_/status/1714557699067924819
Wed Oct 18 08:23:03 +0000 2023,1.71E+23,@nona_vonee gokil si ini kombinasinya #GanjarMahfud2024,0,0,0,0,in,1.63E+23,1.71E+23,hijeyklmn,https://twitter.com/hijeyklmn/status/1714557692688384324
Wed Oct 18 08:22:55 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/bRPWQ9YpRS",0,0,0,1,in,1.66E+23,1.71E+23,archie_geoffrey,https://twitter.com/archie_geoffrey/status/1714557659758702832
Wed Oct 18 08:22:54 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/4ePBFjsOMd",0,1,0,0,in,1.66E+23,1.71E+23,archie_geoffrey,https://twitter.com/archie_geoffrey/status/1714557656424456457
Wed Oct 18 08:22:47 +0000 2023,1.71E+23,Kami Relawan Santri Dukung Ganjar Siap Mendukung Sepenuh hati Bapak Ganjar-Mahfud untuk menjadi Presiden dan Wakil Presiden Republik Indonesia tahun 2024-2029.  #ganjaruntuksemua #tuankuyarakyat #ganjar_pranowo #ganjarmahfud2024 https://t.co/LjmWakLb9R,0,0,0,0,in,1.55E+23,1.71E+23,SDG_Jateng_,https://twitter.com/SDG_Jateng_/status/1714557625650851931
Wed Oct 18 08:22:43 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/0gMs1KrDzY",0,0,0,0,in,1.66E+23,1.71E+23,GarretIvan,https://twitter.com/GarretIvan/status/1714557609578266860
Wed Oct 18 08:22:42 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/5QGwOytiKU",0,1,0,0,in,1.66E+23,1.71E+23,GarretIvan,https://twitter.com/GarretIvan/status/1714557604972945592
Wed Oct 18 08:22:39 +0000 2023,1.71E+23,Mari Kita Ciptakan Persatuan dan Kesatuan. Wujudkan Indonesia yang bermartabat dan jauh dari Korupsi! #GanjarMahfud2024   Pak Prabowo besama PDIP #GalaxyS23FE Khofifah Sandiaga Uno Pasangan GAMA #PalestineGenocide Cawapres https://t.co/iuTaBp9Nii,0,1,2,2,in,1.69E+23,1.71E+23,Rasyidakbarrrr,https://twitter.com/Rasyidakbarrrr/status/1714557591039414373
Wed Oct 18 08:22:31 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/e1M0zZ9j0i",0,0,0,0,in,1.66E+23,1.71E+23,andrewsshaww,https://twitter.com/andrewsshaww/status/1714557557984088467
Wed Oct 18 08:22:31 +0000 2023,1.71E+23,Orang baik pilih orang baik 💪...  #GanjarMahfud2024  #MenangTotal https://t.co/1O4xWnkO0e,0,2,1,12,in,1.26E+23,1.71E+23,Joker_Wedoks,https://twitter.com/Joker_Wedoks/status/1714557556335821161
Wed Oct 18 08:22:30 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/k4OjO3Ny7y",0,1,0,2,in,1.66E+23,1.71E+23,andrewsshaww,https://twitter.com/andrewsshaww/status/1714557555241021606
Wed Oct 18 08:22:18 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/3K7ds2nU12",0,0,0,0,in,1.63E+23,1.71E+23,HastariMustika,https://twitter.com/HastariMustika/status/1714557504167014751
Wed Oct 18 08:22:17 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/sN1UuXhXeH",0,1,0,0,in,1.63E+23,1.71E+23,HastariMustika,https://twitter.com/HastariMustika/status/1714557501453271062
Wed Oct 18 08:22:10 +0000 2023,1.71E+23,Ah mantap!! #GanjarPranowo - #MahfudMD siapa yang bisa ngalahin cobaaaa? Terpantau kecocokannya 1000%! 🙌👏👍  #ganjarmahfud2024 #tuankurakyat #lanjutGan https://t.co/cIvHhpdIFO,0,0,0,0,in,1.64E+23,1.71E+23,farazanindyo,https://twitter.com/farazanindyo/status/1714557471770259498
Wed Oct 18 08:22:01 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/QbvzwPmwW3",0,0,0,0,in,1.65E+23,1.71E+23,jennymaxinee,https://twitter.com/jennymaxinee/status/1714557433954308540
Wed Oct 18 08:22:01 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/6ib41P0UF8",0,1,0,0,in,1.65E+23,1.71E+23,jennymaxinee,https://twitter.com/jennymaxinee/status/1714557431538434166
Wed Oct 18 08:22:00 +0000 2023,1.71E+23,@kompascom Piilihan Pintar sih memilih Pak Mahfud MD! orangnya tegas daan juga masih keluarga NU   #GanjarMahfud2024,0,0,0,0,in,1.56E+23,1.71E+23,Ahmadrizali2121,https://twitter.com/Ahmadrizali2121/status/1714557428992548938
Wed Oct 18 08:22:00 +0000 2023,1.71E+23,"Bersama dalam Do'a, menciptakan aura harapan yang tak terbatas untuk masa depan yang lebih cerah bagi seluruh bangsa Indonesia #GanjarMahfud2024 Ganjar Mahfud #Pangandaran Pangandaran https://t.co/f5N820dfOS",0,0,0,0,in,1.69E+23,1.71E+23,SAGAPANGAN_,https://twitter.com/SAGAPANGAN_/status/1714557427008372814
Wed Oct 18 08:21:51 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/HcbNkv2OIk",0,0,0,0,in,1.65E+23,1.71E+23,beckcastilloo,https://twitter.com/beckcastilloo/status/1714557389507342784
Wed Oct 18 08:21:50 +0000 2023,1.71E+23,"Ganjar Pranowo - Mahdud MD, Presiden &amp  Wakil Presidenku 2024.  Tags: #GanjarMahfud2024 Dora Erick Explosion GAMA Jerman Khofifah Mamat Pasangan Pilpres 2024 Rabu Rumah Sakit https://t.co/nmes3J3lCo",0,1,0,0,in,1.65E+23,1.71E+23,beckcastilloo,https://twitter.com/beckcastilloo/status/1714557387074572634
Wed Oct 18 08:21:41 +0000 2023,1.71E+23,Ayo dukung bapak ganjar dan mahfud menjadi presiden dan wakil presiden 2024  #GanjarMahfud2024 https://t.co/F30EBh61Xz,0,0,0,0,in,1.69E+23,1.71E+23,AndiRizkiadi_,https://twitter.com/AndiRizkiadi_/status/1714557346591166759
Wed Oct 18 08:21:29 +0000 2023,1.71E+23,@ciluqba_ yup sama. siap bgt dukung pak ganjar dan pak mahfud demi kemajuan negri ini #GanjarMahfud2024,0,0,0,0,in,1.54E+23,1.71E+23,notprinces2,https://twitter.com/notprinces2/status/1714557299401036008
Wed Oct 18 08:21:11 +0000 2023,1.71E+23,Ini dia pemimpin yang kita butuhkan  GANJAR &amp   MAHMUD MD... ini sangat berbahaya bagi para KOROPTOR..    #ganjarmahfud2024 #GAMA  #Pilpres2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #medann https://t.co/OcqZ17BX4u,0,0,0,0,in,1.58E+23,1.71E+23,rac_margareth,https://twitter.com/rac_margareth/status/1714557221127049668
Wed Oct 18 08:21:07 +0000 2023,1.71E+23,"Ganjar-Mahfud adalah duet dwitunggal yang agamis dan amanah, figur pemimpin paling ideal untuk memimpin bangsa. #ganjarmahfud2024 https://t.co/09LogxBMtc",0,0,0,0,in,1.71E+23,1.71E+23,zifa_auliya,https://twitter.com/zifa_auliya/status/1714557207239393603
Wed Oct 18 08:21:03 +0000 2023,1.71E+23,Calon pemimpin yang bijakasana sana peduli rakyat ganjar dan mahfud 2024 #GanjarMahfud2024 https://t.co/FuAfAmmZ2b,0,0,0,0,in,1.69E+23,1.71E+23,AndiRizkiadi_,https://twitter.com/AndiRizkiadi_/status/1714557188885426557
Wed Oct 18 08:21:00 +0000 2023,1.71E+23,"Bersama dalam Do'a, menciptakan aura harapan yang tak terbatas untuk masa depan yang lebih cerah bagi seluruh bangsa Indonesia #Banjar banjar #GanjarMahfud2024 Ganjar Mahfud https://t.co/R8VQLctJDw",0,0,0,0,in,1.69E+23,1.71E+23,SAGABANJAR_,https://twitter.com/SAGABANJAR_/status/1714557175643955675
Wed Oct 18 08:20:32 +0000 2023,1.71E+23,"Ciptakan Indonesia yang bersih dari korupsi! kandidat Cawapres sangat cocok sama Pak @mohmahfudmd , karena wawasannya luas dibidang Ekskutip, Legislatip dan Yudikatip dan sebagai figur Non Partai Koalisi. Indonesia pasti bisa !! #ganjarmahfud2024  #GanjarPranowo #MahfudMD https://t.co/Bx7ym0PMv4",0,0,0,1,in,1.59E+23,1.71E+23,AlesyaTyaga,https://twitter.com/AlesyaTyaga/status/1714557059340103729
Wed Oct 18 08:20:17 +0000 2023,1.71E+23,Tegass lugass dan pemberani Ganjar dan mahfud capres dan cawapres 2024 #GanjarMahfud2024 https://t.co/FR7LEc3MGG,0,0,0,0,in,1.69E+23,1.71E+23,AndiRizkiadi_,https://twitter.com/AndiRizkiadi_/status/1714556996144501227
Wed Oct 18 08:19:47 +0000 2023,1.71E+23,"Penantian 10 tahun Bapak Mahfud MD, Selamat 🙏🏻 #PDIP #mahfudmd #BreakingNews #Ganjar #GanjarMahfud2024 #cawapres tinggal Pak Prabowo #prabowo",0,0,0,0,in,1.05E+23,1.71E+23,undernightstar,https://twitter.com/undernightstar/status/1714556871695384970
Wed Oct 18 08:19:46 +0000 2023,1.71E+23,"Apik tenan loh iki Pak Mahfud MD pernah dadi anggota DPR, ketua MK, dan menkopolhukam~ Ojo ragu gaess, panjenengan wajib dukung #GanjarMahfud! 🫡🙌  #ganjarmahfud2024 #tuankurakyat #lanjutGan https://t.co/caG0cAHhUJ",0,0,0,0,in,1.64E+23,1.71E+23,archiefarhadi,https://twitter.com/archiefarhadi/status/1714556864581791919
Wed Oct 18 08:19:32 +0000 2023,1.71E+23,Terbaik dan bismillah menang di 2024 bersama pak ganjar dan pak mahfud di 2024 #GanjarMahfud2024 https://t.co/RK7nW1BgOV,0,0,0,0,in,1.69E+23,1.71E+23,AndiRizkiadi_,https://twitter.com/AndiRizkiadi_/status/1714556807933546853
Wed Oct 18 08:19:24 +0000 2023,1.71E+23,Peresmian calon GAMA #GanjarMahfud2024 utk #Pilpres2024 bisa gada auranya gini. Msh kalah engagement nya sama Kaesang pas jd Ketum PSI atau ketika MU kalah.,3,6,4,6,in,8.30E+22,1.71E+23,Partono_ADjem,https://twitter.com/Partono_ADjem/status/1714556773942915501
Wed Oct 18 08:18:54 +0000 2023,1.71E+23,@ciantra_chintra Gaspol GaMa 🤟  #GanjarMahfud2024  #MenangTotal,0,0,0,2,in,1.26E+23,1.71E+23,Joker_Wedoks,https://twitter.com/Joker_Wedoks/status/1714556648424149356
Wed Oct 18 08:18:46 +0000 2023,1.71E+23,Inilah calon pemimpin masa depan bersama bapak ganjar dan mahfud  #GanjarMahfud2024 https://t.co/6QjQzmPKdW,0,0,0,0,in,1.69E+23,1.71E+23,AndiRizkiadi_,https://twitter.com/AndiRizkiadi_/status/1714556614408323289
Wed Oct 18 08:18:38 +0000 2023,1.71E+23,Lohh.. kiriain Cawapres pak Ganjar Inisial M tuh Mamat 😅 ternyata pak Mahfud Md toh 😊😁 #GanjarMahfud2024 #GanjarPilihanTerbaik   #GanjarPilihanTepat2024 #GanjarJagaDemokrasi Pak Prabowo Pasangan GAMA Anies - Muhaimin Sandiaga Uno Rabu Erick Jawa Timur Hitam Pilpres 2024 https://t.co/84TciDlVAo,0,0,0,6,in,3138428618,1.71E+23,Freedom45_,https://twitter.com/Freedom45_/status/1714556580665115027
Wed Oct 18 08:18:13 +0000 2023,1.71E+23,"Sah! Ganjar-Mahfud pasangan Capres-Cawapres dambaan rakyat Indonesia, siap GASPOL menuju Indonesia Maju! #ganjarmahfud2024 https://t.co/3OGhR7tI5c",0,0,0,0,in,1.71E+23,1.71E+23,zifa_auliya,https://twitter.com/zifa_auliya/status/1714556476813963663
Wed Oct 18 08:18:08 +0000 2023,1.71E+23,@MartoTegug @wongAyoe2021 @Darmawan_bs @_____theDEVIL @yudiwibowo976 @koecing_pasar @Wan775752 @wantahgdn__ @NgkongRoses @ImamGhozali02 Orang baik pilih orang baik ✌️🤟👍  #GanjarMahfud2024 https://t.co/ZOStIAC4Oh,0,1,2,7,in,1.26E+23,1.71E+23,Joker_Wedoks,https://twitter.com/Joker_Wedoks/status/1714556453808398511
Wed Oct 18 08:18:00 +0000 2023,1.71E+23,"Bersama dalam Do'a, menciptakan aura harapan yang tak terbatas untuk masa depan yang lebih cerah bagi seluruh bangsa Indonesia #KalimantanSelatan Kalimantan selatan Kalsel #GanjarMahfud2024 Ganjar Mahfud https://t.co/8i5zIW0U9p",0,0,0,0,in,1.69E+23,1.71E+23,SAGAKALSEL_,https://twitter.com/SAGAKALSEL_/status/1714556420547662231
Wed Oct 18 08:17:53 +0000 2023,1.71E+23,"@Paramitha234 @rockygerung Jangan memilih GAMA, sebab Indonesia bakal Kacau balau. Ngeri.... Dengan tidak memilih Capres GAMA Ganjar Mahfud  kita sudah Menyelamatkan Indonesia dari kekacauan.  Pilpres 2024 Pasangan Pak Prabowo #GazaAttack  #GanjarMahfud2024",0,0,0,1,in,1.55E+23,1.71E+23,Kayakuwek2,https://twitter.com/Kayakuwek2/status/1714556391447511393
Wed Oct 18 08:17:52 +0000 2023,1.71E+23,@Joker_Wedoks Kita menangkan #GanjarMahfud2024 satu putaran. Merdeka!! 💪💪🇮🇩🇮🇩💪💪 https://t.co/VCqU05GVAI,0,1,0,3,in,1.22E+23,1.71E+23,ciantra_chintra,https://twitter.com/ciantra_chintra/status/1714556388071055366
Wed Oct 18 08:17:37 +0000 2023,1.71E+23,"Yuhuu, pilihan tepat ngagabungkeun Pak #GanjarPranowo sareng Pak #MahfudMD. Sederhana dan berwibawa. Aku yakin pilih beliau!😍#ganjarmahfud2024 #tuankurakyat #lanjutGan https://t.co/IaZaFQcLQU",0,0,0,0,in,1.64E+23,1.71E+23,safasalsabilll,https://twitter.com/safasalsabilll/status/1714556324179325048
Wed Oct 18 08:16:52 +0000 2023,1.71E+23,Ganjar punya banyak peran penting suarakan Perempuan di Parlemen. . . #GanjarMahfud2024 #GanjarJagaDemokrasi Pak Prabowo Cawapres Inisial M Pasangan GAMA Anies - Muhaimin Sandiaga Uno Rabu Mamat Erick Jawa Timur Hitam Pilpres 2024 https://t.co/VpZHohROi5,0,0,1,1,in,1.70E+23,1.71E+23,pradanarez,https://twitter.com/pradanarez/status/1714556135691403752
Wed Oct 18 08:16:23 +0000 2023,1.71E+23,Demi Kepentingan RAKYAT dan Terbaik utk RAKYAT. Ini dia Cawapres Ganjar... . . #GanjarMahfud2024 #GanjarJagaDemokrasi Pak Prabowo Cawapres Inisial M Pasangan GAMA Anies - Muhaimin Sandiaga Uno Rabu Mamat Erick Jawa Timur Hitam Pilpres 2024 https://t.co/Ao4UTtSIfQ,0,0,1,1,in,1.70E+23,1.71E+23,AzrulHizkia,https://twitter.com/AzrulHizkia/status/1714556013649727612
Wed Oct 18 08:16:04 +0000 2023,1.71E+23,Pak Mahfud Md pendekar hukum pembela wong cilik.. Alhamdulillah jadi cawapres nya pak Ganjar 🔥 #GanjarMahfud2024   #GanjarPilihanTepat2024 #GanjarJagaDemokrasi Pak Prabowo Inisial M Pasangan GAMA Anies - Muhaimin Sandiaga Uno Rabu Mamat Erick Jawa Timur Hitam Pilpres 2024 https://t.co/WkiKedkaS3,0,0,0,6,in,3138428618,1.71E+23,Freedom45_,https://twitter.com/Freedom45_/status/1714555935828709723
Wed Oct 18 08:15:55 +0000 2023,1.71E+23,Kekuatan RAKYAT vs Kekuasaan Dinasti Politik . .  #GanjarMahfud2024 #GanjarJagaDemokrasi Pak Prabowo Cawapres Inisial M Pasangan GAMA Anies - Muhaimin Sandiaga Uno Rabu Mamat Erick Jawa Timur Hitam Pilpres 2024 https://t.co/kUkGuCoUfY,0,0,1,1,in,1.70E+23,1.71E+23,HarisMukaf71260,https://twitter.com/HarisMukaf71260/status/1714555896754565250
Wed Oct 18 08:15:40 +0000 2023,1.71E+23,@nona_vonee Semoga bisa membawa negeri ini semakin baik lagi di segala segi #GanjarMahfud2024,0,0,0,0,in,1.65E+23,1.71E+23,grentisu,https://twitter.com/grentisu/status/1714555836524310781
Wed Oct 18 08:14:42 +0000 2023,1.71E+23,@SE_1NJA Orang baik itu pasti pilih orang baik ✌️✌️✌️   #GanjarMahfud2024 https://t.co/M3OXGYTbgS,0,0,0,2,in,1.26E+23,1.71E+23,Joker_Wedoks,https://twitter.com/Joker_Wedoks/status/1714555589534310600
Wed Oct 18 08:14:22 +0000 2023,1.71E+23,Ganjar dihadiahi patung bertuliskan Nusantara dalam kunjungannya di rumah Butet Kartaredjasa.   #GanjarWujudkanSDMUnggul #GanjarMahfud2024 GAMA Ma'ruf Amin Pasangan Mamat Rumah Sakit HELL NO Dora Rabu The IDF Inisial M Jerman https://t.co/f8phq5ezkd,0,0,1,1,in,1.67E+23,1.71E+23,jaafira30532,https://twitter.com/jaafira30532/status/1714555508001300597
Wed Oct 18 08:14:01 +0000 2023,1.71E+23,Ganjar berbincang akrab dengan budayawan dan seniman dari Daerah Istimewa Yogyakarta.   #GanjarWujudkanSDMUnggul #GanjarMahfud2024 GAMA Ma'ruf Amin Pasangan Mamat Rumah Sakit HELL NO Dora Rabu The IDF Inisial M Jerman https://t.co/dvDAi6aWql,0,0,2,3,in,1.67E+23,1.71E+23,AkleemaF63174,https://twitter.com/AkleemaF63174/status/1714555419501416586
Wed Oct 18 08:13:59 +0000 2023,1.71E+23,Yang satu hangat satu lugas!  Kombo yang bakal menyejahterakan Indonesia nih bos! Ahai!!  #ganjarmahfud2024 #ganjarpranowo #ganjarpresiden #mahfudmd #mahfudcawapres2024 #pilpres2024 #selamatprof #lanjutgan #lanjutkanuntukindonesia https://t.co/KSuJtVMqHi,0,0,0,0,in,1.64E+22,1.71E+23,ayara_bella,https://twitter.com/ayara_bella/status/1714555410680893944
Wed Oct 18 08:13:58 +0000 2023,1.71E+23,Sudah terbukti dari rekam jejak kinerja nya selama di Jateng. Ganjar Pranowo jelas mampu mengentaskan kemiskinan 🔥🔥  #GanjarMahfud2024 #GanjarJagaDemokrasi Pak Prabowo Cawapres Inisial M Pasangan GAMA Anies - Muhaimin Sandiaga Uno Rabu Mamat Erick Jawa Timur Hitam Pilpres 2024 https://t.co/KAIwU3Q9pU,0,0,1,5,in,3138428618,1.71E+23,Freedom45_,https://twitter.com/Freedom45_/status/1714555405521850580
